,country,admin_code,admin_name,centx,centy,year_month,year,month,fews_ipc,fews_ha,fews_proj_near,fews_proj_near_ha,fews_proj_med,fews_proj_med_ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,acled_count,acled_fatalities,p_staple_food,area,cropland_pct,pop,ruggedness_mean,pasture_pct,ymd
116533,Somalia,64,Buuhoodle,46.66129,8.460162,2014_04,2014,4,2.0,0.0,2.0,0.0,1.0,0.0,0.1793741,90.30212,2.049394,-3.580467,1.410072,-2.011495,1,1,1.375703,6823.859,1.426715,53323.0,48297.4,61.10976,2014-05-01
116536,Somalia,64,Buuhoodle,46.66129,8.460162,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1662672,94.94466,0.5239531,0.02347082,2.092006,-0.9062527,1,0,1.38037,6823.859,1.426715,53323.0,48297.4,61.10976,2014-08-01
116539,Somalia,64,Buuhoodle,46.66129,8.460162,2014_10,2014,10,2.0,0.0,2.0,0.0,1.0,0.0,0.2773174,115.3195,18.85343,6.403943,7.457933,2.573434,2,1,1.358338,6823.859,1.426715,53323.0,48297.4,61.10976,2014-11-01
116542,Somalia,64,Buuhoodle,46.66129,8.460162,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1849325,98.52365,0.1634103,0.005437539,2.526757,0.2269273,3,0,1.295035,6823.859,1.426715,54542.0,48297.4,61.10976,2015-02-01
116545,Somalia,64,Buuhoodle,46.66129,8.460162,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.2302985,115.9389,6.020932,0.3910717,4.803389,1.381821,3,1,1.299176,6823.859,1.426715,54542.0,48297.4,61.10976,2015-05-01
116548,Somalia,64,Buuhoodle,46.66129,8.460162,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1865778,106.5427,0.5207923,0.02031001,5.021242,2.022983,4,4,1.283665,6823.859,1.426715,54542.0,48297.4,61.10976,2015-08-01
116551,Somalia,64,Buuhoodle,46.66129,8.460162,2015_10,2015,10,2.0,0.0,1.0,0.0,1.0,0.0,0.2831566,117.7477,20.22195,7.77246,5.921001,1.036501,2,2,1.259638,6823.859,1.426715,54542.0,48297.4,61.10976,2015-11-01
116555,Somalia,64,Buuhoodle,46.66129,8.460162,2016_02,2016,2,1.0,0.0,2.0,0.0,1.0,0.0,0.191485,108.1568,0.2308865,0.02279056,1.745271,0.343979,16,1,1.210891,6823.859,1.426715,229733.0,48297.4,61.10976,2016-03-01
116559,Somalia,64,Buuhoodle,46.66129,8.460162,2016_06,2016,6,1.0,0.0,1.0,0.0,1.0,0.0,0.2135477,107.9504,0.2983604,-0.2055968,3.749907,-1.271854,4,12,1.20073,6823.859,1.426715,229733.0,48297.4,61.10976,2016-07-01
116563,Somalia,64,Buuhoodle,46.66129,8.460162,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2068352,86.01026,5.092911,-7.356577,2.995124,-1.889376,3,10,1.203171,6823.859,1.426715,229733.0,48297.4,61.10976,2016-11-01
116567,Somalia,64,Buuhoodle,46.66129,8.460162,2017_02,2017,2,2.0,1.0,2.0,1.0,3.0,0.0,0.1746612,98.65418,0.2040463,-0.004049615,1.339652,-0.06164027,1,0,1.228682,6823.859,1.426715,404924.0,48297.4,61.10976,2017-03-01
116571,Somalia,64,Buuhoodle,46.66129,8.460162,2017_06,2017,6,3.0,1.0,4.0,0.0,4.0,0.0,0.2460073,124.359,0.2524574,-0.2514999,3.624715,-1.397045,0,0,1.179187,6823.859,1.426715,404924.0,48297.4,61.10976,2017-07-01
116575,Somalia,64,Buuhoodle,46.66129,8.460162,2017_10,2017,10,3.0,1.0,4.0,0.0,4.0,0.0,0.2436959,101.3384,17.1568,4.707314,4.128123,-0.7563766,4,0,1.168965,6823.859,1.426715,404924.0,48297.4,61.10976,2017-11-01
116579,Somalia,64,Buuhoodle,46.66129,8.460162,2018_02,2018,2,3.0,0.0,3.0,0.0,3.0,0.0,0.1812504,102.376,0.194187,-0.01390893,1.25554,-0.1457521,1,0,1.167988,6823.859,1.426715,580115.0,48297.4,61.10976,2018-03-01
116583,Somalia,64,Buuhoodle,46.66129,8.460162,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.229588,116.0589,0.2379509,-0.2660063,4.999576,-0.02218487,0,0,1.133304,6823.859,1.426715,580115.0,48297.4,61.10976,2018-07-01
116587,Somalia,64,Buuhoodle,46.66129,8.460162,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3108702,129.2721,12.44888,-0.000602748,6.028579,1.144079,1,20,1.108967,6823.859,1.426715,580115.0,48297.4,61.10976,2018-11-01
116591,Somalia,64,Buuhoodle,46.66129,8.460162,2019_02,2019,2,2.0,1.0,3.0,0.0,2.0,0.0,0.1860038,105.0609,0.2050959,-0.002999984,1.368572,-0.03271994,0,0,1.162301,6823.859,1.426715,755305.0,48297.4,61.10976,2019-03-01
116595,Somalia,64,Buuhoodle,46.66129,8.460162,2019_06,2019,6,3.0,0.0,3.0,0.0,3.0,0.0,0.2470464,124.8843,3.765647,3.26169,6.409558,1.387797,0,0,1.150774,6823.859,1.426715,755305.0,48297.4,61.10976,2019-07-01
116599,Somalia,64,Buuhoodle,46.66129,8.460162,2019_10,2019,10,2.0,1.0,3.0,0.0,2.0,0.0,0.3027784,125.9072,16.86551,4.416022,7.007588,2.123088,1,2,1.150882,6823.859,1.426715,755305.0,48297.4,61.10976,2019-11-01
116603,Somalia,64,Buuhoodle,46.66129,8.460162,2020_02,2020,2,2.0,0.0,2.0,0.0,3.0,0.0,0.1960391,110.7291,0.2219235,0.01390449,1.693884,0.2925923,0,0,1.159038,6823.859,1.426715,62824.46,48297.4,61.10976,2020-03-01
116679,Somalia,65,Owdweyne,45.01097,9.257388,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.2063615,127.2492,10.09634,2.742535,8.562518,4.766949,0,0,1.20223,8392.741,0.9359292,66671.0,52219.38,50.79167,2013-05-01
116682,Somalia,65,Owdweyne,45.01097,9.257388,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1544274,99.22786,1.864009,-6.1e-07,6.182328,2.849971,0,0,1.23587,8392.741,0.9359292,66671.0,52219.38,50.79167,2013-08-01
116685,Somalia,65,Owdweyne,45.01097,9.257388,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1932843,109.9864,13.58668,6.431313,3.241109,-0.08461746,0,0,1.249141,8392.741,0.9359292,66671.0,52219.38,50.79167,2013-11-01
116688,Somalia,65,Owdweyne,45.01097,9.257388,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1892718,118.0726,0.4625664,0.02699205,3.132403,0.06731205,2,0,1.27006,8392.741,0.9359292,68230.0,52219.38,50.79167,2014-02-01
116691,Somalia,65,Owdweyne,45.01097,9.257388,2014_04,2014,4,2.0,0.0,2.0,0.0,1.0,0.0,0.1690576,104.2464,5.658753,-1.695051,1.497313,-2.298257,0,0,1.265918,8392.741,0.9359292,68230.0,52219.38,50.79167,2014-05-01
116694,Somalia,65,Owdweyne,45.01097,9.257388,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1550258,99.61233,1.18303,-0.6809788,2.424004,-0.9083532,0,0,1.250141,8392.741,0.9359292,68230.0,52219.38,50.79167,2014-08-01
116697,Somalia,65,Owdweyne,45.01097,9.257388,2014_10,2014,10,2.0,0.0,2.0,0.0,1.0,0.0,0.2059234,117.1786,12.15272,4.997357,5.372957,2.04723,0,0,1.249645,8392.741,0.9359292,68230.0,52219.38,50.79167,2014-11-01
116700,Somalia,65,Owdweyne,45.01097,9.257388,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1641649,102.4103,0.4760388,0.0404645,2.817814,-0.2472768,0,0,1.1734,8392.741,0.9359292,69790.0,52219.38,50.79167,2015-02-01
116703,Somalia,65,Owdweyne,45.01097,9.257388,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1612667,99.44229,5.437301,-1.916503,5.013263,1.217693,0,0,1.14984,8392.741,0.9359292,69790.0,52219.38,50.79167,2015-05-01
116706,Somalia,65,Owdweyne,45.01097,9.257388,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1611006,103.5157,1.12597,-0.7380393,4.240192,0.907835,0,0,1.140859,8392.741,0.9359292,69790.0,52219.38,50.79167,2015-08-01
116709,Somalia,65,Owdweyne,45.01097,9.257388,2015_10,2015,10,2.0,0.0,1.0,0.0,1.0,0.0,0.1722614,98.0236,6.951,-0.2043622,3.152694,-0.1730331,0,0,1.135785,8392.741,0.9359292,69790.0,52219.38,50.79167,2015-11-01
116713,Somalia,65,Owdweyne,45.01097,9.257388,2016_02,2016,2,1.0,0.0,2.0,0.0,1.0,0.0,0.1507132,99.0511,0.7850673,0.1485162,2.151572,-0.1471062,0,0,1.128852,8392.741,0.9359292,72160.0,52219.38,50.79167,2016-03-01
116717,Somalia,65,Owdweyne,45.01097,9.257388,2016_06,2016,6,1.0,0.0,1.0,0.0,1.0,0.0,0.1789314,102.3387,2.013549,-0.9953966,4.876176,0.9386326,1,0,1.138918,8392.741,0.9359292,72160.0,52219.38,50.79167,2016-07-01
116721,Somalia,65,Owdweyne,45.01097,9.257388,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1630561,92.7854,2.754295,-4.401067,1.924101,-1.401626,0,0,1.113648,8392.741,0.9359292,72160.0,52219.38,50.79167,2016-11-01
116725,Somalia,65,Owdweyne,45.01097,9.257388,2017_02,2017,2,2.0,0.0,3.0,0.0,3.0,0.0,0.1483373,97.48961,0.3938831,-0.2426679,2.614692,0.3160142,0,0,1.15384,8392.741,0.9359292,74531.0,52219.38,50.79167,2017-03-01
116729,Somalia,65,Owdweyne,45.01097,9.257388,2017_06,2017,6,3.0,1.0,4.0,0.0,4.0,0.0,0.1813824,103.7405,1.533131,-1.475815,2.658034,-1.279509,0,0,1.076605,8392.741,0.9359292,74531.0,52219.38,50.79167,2017-07-01
116733,Somalia,65,Owdweyne,45.01097,9.257388,2017_10,2017,10,3.0,1.0,4.0,0.0,4.0,0.0,0.1621592,92.27503,4.656477,-2.498885,2.551074,-0.7746532,1,0,1.065547,8392.741,0.9359292,74531.0,52219.38,50.79167,2017-11-01
116737,Somalia,65,Owdweyne,45.01097,9.257388,2018_02,2018,2,3.0,0.0,3.0,0.0,3.0,0.0,0.1471086,96.68209,0.4269264,-0.2096246,1.770203,-0.5284746,0,0,1.101277,8392.741,0.9359292,76901.0,52219.38,50.79167,2018-03-01
116741,Somalia,65,Owdweyne,45.01097,9.257388,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.1790827,102.4252,2.331867,-0.6770787,6.173728,2.236185,0,0,1.068105,8392.741,0.9359292,76901.0,52219.38,50.79167,2018-07-01
116745,Somalia,65,Owdweyne,45.01097,9.257388,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1781021,101.3472,4.69035,-2.465012,2.729974,-0.5957528,1,0,1.051141,8392.741,0.9359292,76901.0,52219.38,50.79167,2018-11-01
116749,Somalia,65,Owdweyne,45.01097,9.257388,2019_02,2019,2,2.0,1.0,3.0,0.0,2.0,0.0,0.1515431,99.59654,0.3627587,-0.2737924,2.019976,-0.2787019,0,0,1.08625,8392.741,0.9359292,79272.0,52219.38,50.79167,2019-03-01
116753,Somalia,65,Owdweyne,45.01097,9.257388,2019_06,2019,6,3.0,0.0,3.0,0.0,3.0,0.0,0.2073814,118.6104,11.18985,8.1809,5.381585,1.444042,1,6,1.085209,8392.741,0.9359292,79272.0,52219.38,50.79167,2019-07-01
116757,Somalia,65,Owdweyne,45.01097,9.257388,2019_10,2019,10,2.0,1.0,3.0,0.0,2.0,0.0,0.2535217,144.2639,16.58563,9.430271,4.403232,1.077505,1,3,1.091981,8392.741,0.9359292,79272.0,52219.38,50.79167,2019-11-01
116761,Somalia,65,Owdweyne,45.01097,9.257388,2020_02,2020,2,2.0,0.0,2.0,0.0,3.0,0.0,0.1765538,116.034,0.6826081,0.05307738,3.15159,0.8529118,0,0,1.099402,8392.741,0.9359292,80182.49,52219.38,50.79167,2020-03-01
116837,Somalia,66,Berbera,45.28606,10.35884,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.1208473,105.8842,10.56594,-0.1593345,7.705831,2.773893,2,0,1.19994,10269.89,0.3983532,80162.0,206074.2,5.7,2013-05-01
116840,Somalia,66,Berbera,45.28606,10.35884,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.09897826,97.69805,0.7085627,0.1567136,0.7858692,0.2075611,0,0,1.297432,10269.89,0.3983532,80162.0,206074.2,5.7,2013-08-01
116843,Somalia,66,Berbera,45.28606,10.35884,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1156892,100.3075,26.78703,13.31731,2.543301,-0.9274499,0,0,1.275107,10269.89,0.3983532,80162.0,206074.2,5.7,2013-11-01
116846,Somalia,66,Berbera,45.28606,10.35884,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1540963,127.3913,0.7684996,0.0111624,6.477966,0.5484626,2,0,1.26632,10269.89,0.3983532,82037.0,206074.2,5.7,2014-02-01
116849,Somalia,66,Berbera,45.28606,10.35884,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1265751,110.9028,6.376584,-4.348694,4.427109,-0.5048293,1,1,1.294333,10269.89,0.3983532,82037.0,206074.2,5.7,2014-05-01
116852,Somalia,66,Berbera,45.28606,10.35884,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1042968,102.9478,0.4201617,-0.1316874,0.4367786,-0.1415295,0,0,1.301454,10269.89,0.3983532,82037.0,206074.2,5.7,2014-08-01
116855,Somalia,66,Berbera,45.28606,10.35884,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1338277,116.0344,15.63788,2.168156,4.016059,0.5453073,1,0,1.299436,10269.89,0.3983532,82037.0,206074.2,5.7,2014-11-01
116858,Somalia,66,Berbera,45.28606,10.35884,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1228714,101.5776,0.7564265,-0.000910729,4.583435,-1.346068,3,0,1.21176,10269.89,0.3983532,83913.0,206074.2,5.7,2015-02-01
116861,Somalia,66,Berbera,45.28606,10.35884,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1114388,97.64062,4.923534,-5.801744,5.509373,0.5774341,0,0,1.167321,10269.89,0.3983532,83913.0,206074.2,5.7,2015-05-01
116864,Somalia,66,Berbera,45.28606,10.35884,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1032454,101.91,0.4043663,-0.1474828,0.4761198,-0.1021883,1,0,1.168528,10269.89,0.3983532,83913.0,206074.2,5.7,2015-08-01
116867,Somalia,66,Berbera,45.28606,10.35884,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1100021,95.37654,6.760344,-6.709381,3.409337,-0.06141448,1,0,1.197351,10269.89,0.3983532,83913.0,206074.2,5.7,2015-11-01
116871,Somalia,66,Berbera,45.28606,10.35884,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1149751,98.66546,0.1742638,0.02075829,4.395839,-0.1426338,0,0,1.141348,10269.89,0.3983532,95363.0,206074.2,5.7,2016-03-01
116875,Somalia,66,Berbera,45.28606,10.35884,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.1044248,100.0882,0.2810818,-0.2605562,0.7994248,-0.0501819,1,0,1.148209,10269.89,0.3983532,95363.0,206074.2,5.7,2016-07-01
116879,Somalia,66,Berbera,45.28606,10.35884,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1101296,95.48705,3.786834,-9.682891,2.010875,-1.459877,0,0,1.14969,10269.89,0.3983532,95363.0,206074.2,5.7,2016-11-01
116883,Somalia,66,Berbera,45.28606,10.35884,2017_02,2017,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1081223,92.78472,0.1266042,-0.0269013,5.766642,1.228169,0,0,1.155154,10269.89,0.3983532,106813.0,206074.2,5.7,2017-03-01
116887,Somalia,66,Berbera,45.28606,10.35884,2017_06,2017,6,2.0,0.0,2.0,0.0,1.0,0.0,0.100483,96.31016,0.181445,-0.3601931,0.478741,-0.3708657,1,1,1.121744,10269.89,0.3983532,106813.0,206074.2,5.7,2017-07-01
116891,Somalia,66,Berbera,45.28606,10.35884,2017_10,2017,10,3.0,0.0,2.0,0.0,3.0,0.0,0.1089119,94.43127,3.725163,-9.744563,3.44841,-0.02234153,0,0,1.084021,10269.89,0.3983532,106813.0,206074.2,5.7,2017-11-01
116895,Somalia,66,Berbera,45.28606,10.35884,2018_02,2018,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1049073,90.02582,0.1263343,-0.02717121,3.856719,-0.6817533,2,0,1.146809,10269.89,0.3983532,118263.0,206074.2,5.7,2018-03-01
116899,Somalia,66,Berbera,45.28606,10.35884,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.1071548,102.7048,0.223469,-0.3181691,1.553629,0.7040224,0,0,1.112958,10269.89,0.3983532,118263.0,206074.2,5.7,2018-07-01
116903,Somalia,66,Berbera,45.28606,10.35884,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1169687,101.4169,11.06661,-2.403116,2.864409,-0.6063427,3,0,1.121091,10269.89,0.3983532,118263.0,206074.2,5.7,2018-11-01
116907,Somalia,66,Berbera,45.28606,10.35884,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1052801,90.34568,0.1206365,-0.03286896,5.144378,0.6059051,0,0,1.115868,10269.89,0.3983532,129713.0,206074.2,5.7,2019-03-01
116911,Somalia,66,Berbera,45.28606,10.35884,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.1146191,109.8592,1.971202,1.429564,1.345862,0.4962552,1,0,1.122083,10269.89,0.3983532,129713.0,206074.2,5.7,2019-07-01
116915,Somalia,66,Berbera,45.28606,10.35884,2019_10,2019,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1440368,124.8861,29.31772,15.848,4.762295,1.291543,0,0,1.127962,10269.89,0.3983532,129713.0,206074.2,5.7,2019-11-01
116919,Somalia,66,Berbera,45.28606,10.35884,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1676562,143.8735,0.1824579,0.02979526,7.498181,2.959708,0,0,1.141186,10269.89,0.3983532,96976.86,206074.2,5.7,2020-03-01
116995,Somalia,67,Gebiley,43.68093,9.859568,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.2282716,122.927,10.58995,-2.617509,8.647623,3.552474,0,0,1.149724,4295.015,2.896141,114738.0,190317.0,77.9,2013-05-01
116998,Somalia,67,Gebiley,43.68093,9.859568,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1855763,98.93999,9.407078,2.91343,4.340156,1.230631,0,0,1.131998,4295.015,2.896141,114738.0,190317.0,77.9,2013-08-01
117001,Somalia,67,Gebiley,43.68093,9.859568,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2373374,115.6234,10.49584,5.954175,4.308698,0.4573718,2,3,1.172092,4295.015,2.896141,114738.0,190317.0,77.9,2013-11-01
117004,Somalia,67,Gebiley,43.68093,9.859568,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.2284847,130.5148,0.3483357,-0.05436047,3.535449,-0.178139,0,0,1.131642,4295.015,2.896141,117423.0,190317.0,77.9,2014-02-01
117007,Somalia,67,Gebiley,43.68093,9.859568,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1884691,101.4928,11.23744,-1.970015,3.622925,-1.472224,0,0,1.200036,4295.015,2.896141,117423.0,190317.0,77.9,2014-05-01
117010,Somalia,67,Gebiley,43.68093,9.859568,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1837912,97.98823,5.826377,-0.6672713,2.16552,-0.9440053,0,0,1.193825,4295.015,2.896141,117423.0,190317.0,77.9,2014-08-01
117013,Somalia,67,Gebiley,43.68093,9.859568,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2388255,116.3484,7.424069,2.882399,4.283419,0.432093,0,0,1.219037,4295.015,2.896141,117423.0,190317.0,77.9,2014-11-01
117016,Somalia,67,Gebiley,43.68093,9.859568,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1724467,98.50484,0.384009,-0.01868717,2.549021,-1.164567,0,0,1.004074,4295.015,2.896141,120108.0,190317.0,77.9,2015-02-01
117019,Somalia,67,Gebiley,43.68093,9.859568,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1540147,82.93873,2.702165,-10.50529,4.448696,-0.6464536,0,0,0.9058442,4295.015,2.896141,120108.0,190317.0,77.9,2015-05-01
117022,Somalia,67,Gebiley,43.68093,9.859568,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1678102,89.46798,3.848888,-2.64476,2.357227,-0.752298,0,0,0.8827111,4295.015,2.896141,120108.0,190317.0,77.9,2015-08-01
117025,Somalia,67,Gebiley,43.68093,9.859568,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1872163,91.20599,1.723326,-2.818343,3.186155,-0.6651715,0,0,0.8856299,4295.015,2.896141,120108.0,190317.0,77.9,2015-11-01
117029,Somalia,67,Gebiley,43.68093,9.859568,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1544393,94.3865,1.070183,0.4007795,2.628517,-0.3530267,1,0,1.197776,4295.015,2.896141,118514.0,190317.0,77.9,2016-03-01
117033,Somalia,67,Gebiley,43.68093,9.859568,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.2205177,116.1429,2.28779,-0.8917184,4.065043,1.158008,1,0,1.135313,4295.015,2.896141,118514.0,190317.0,77.9,2016-07-01
117037,Somalia,67,Gebiley,43.68093,9.859568,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1894417,92.29013,2.260683,-2.280986,3.127412,-0.7239142,1,0,1.083929,4295.015,2.896141,118514.0,190317.0,77.9,2016-11-01
117041,Somalia,67,Gebiley,43.68093,9.859568,2017_02,2017,2,2.0,1.0,2.0,1.0,2.0,0.0,0.156882,95.87934,0.5124141,-0.1569895,4.090732,1.109188,1,0,1.377044,4295.015,2.896141,116921.0,190317.0,77.9,2017-03-01
117045,Somalia,67,Gebiley,43.68093,9.859568,2017_06,2017,6,2.0,0.0,2.0,0.0,1.0,0.0,0.1735683,91.41547,2.183923,-0.9955854,2.057853,-0.8491814,0,0,1.005046,4295.015,2.896141,116921.0,190317.0,77.9,2017-07-01
117049,Somalia,67,Gebiley,43.68093,9.859568,2017_10,2017,10,3.0,0.0,2.0,0.0,3.0,0.0,0.2141742,104.339,0.8563585,-3.685311,3.800317,-0.05100914,0,0,0.9072715,4295.015,2.896141,116921.0,190317.0,77.9,2017-11-01
117053,Somalia,67,Gebiley,43.68093,9.859568,2018_02,2018,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1533832,93.74104,0.6617994,-0.007604218,3.48667,0.5051271,0,0,0.9752059,4295.015,2.896141,115328.0,190317.0,77.9,2018-03-01
117057,Somalia,67,Gebiley,43.68093,9.859568,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2360854,124.3422,3.070218,-0.1092899,5.31724,2.410205,0,0,0.960392,4295.015,2.896141,115328.0,190317.0,77.9,2018-07-01
117061,Somalia,67,Gebiley,43.68093,9.859568,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2313343,112.6989,5.320536,0.7788664,3.291481,-0.5598455,0,0,1.082038,4295.015,2.896141,115328.0,190317.0,77.9,2018-11-01
117065,Somalia,67,Gebiley,43.68093,9.859568,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1617373,98.84671,0.3892551,-0.2801485,2.854764,-0.1267795,1,0,0.9416439,4295.015,2.896141,113734.0,190317.0,77.9,2019-03-01
117069,Somalia,67,Gebiley,43.68093,9.859568,2019_06,2019,6,2.0,0.0,2.0,0.0,2.0,0.0,0.2115942,111.443,5.711373,2.531865,4.218178,1.311144,0,0,0.950869,4295.015,2.896141,113734.0,190317.0,77.9,2019-07-01
117073,Somalia,67,Gebiley,43.68093,9.859568,2019_10,2019,10,2.0,0.0,2.0,0.0,2.0,0.0,0.302712,147.4719,11.60713,7.065456,7.08046,3.229133,0,0,0.9437854,4295.015,2.896141,113734.0,190317.0,77.9,2019-11-01
117077,Somalia,67,Gebiley,43.68093,9.859568,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.1961679,119.8891,0.6544205,-0.007799751,6.175068,3.193525,1,0,0.963727,4295.015,2.896141,138362.1,190317.0,77.9,2020-03-01
117153,Somalia,68,Hargeysa,44.28073,9.521626,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.2073605,129.5016,11.8497,0.4852522,10.84771,6.103983,3,0,1.208566,13768.41,0.379604,771874.0,85254.9,30.81595,2013-05-01
117156,Somalia,68,Hargeysa,44.28073,9.521626,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.1566745,100.4471,4.098532,0.8748808,6.248623,2.413272,2,1,1.214608,13768.41,0.379604,771874.0,85254.9,30.81595,2013-08-01
117159,Somalia,68,Hargeysa,44.28073,9.521626,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1861793,110.236,12.64336,6.401715,3.646564,0.1373899,7,5,1.239789,13768.41,0.379604,771874.0,85254.9,30.81595,2013-11-01
117162,Somalia,68,Hargeysa,44.28073,9.521626,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1956766,127.6975,0.3934828,-0.01296964,2.696076,-0.3017652,5,0,1.279618,13768.41,0.379604,789932.0,85254.9,30.81595,2014-02-01
117165,Somalia,68,Hargeysa,44.28073,9.521626,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1695414,105.8827,10.72227,-0.6421839,2.807715,-1.936009,2,0,1.240307,13768.41,0.379604,789932.0,85254.9,30.81595,2014-05-01
117168,Somalia,68,Hargeysa,44.28073,9.521626,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1568253,100.5438,2.634576,-0.5890754,2.813016,-1.022335,2,0,1.197659,13768.41,0.379604,789932.0,85254.9,30.81595,2014-08-01
117171,Somalia,68,Hargeysa,44.28073,9.521626,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.2051727,121.482,9.943406,3.701766,4.452968,0.9437935,3,4,1.234247,13768.41,0.379604,789932.0,85254.9,30.81595,2014-11-01
117174,Somalia,68,Hargeysa,44.28073,9.521626,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.156907,102.3967,0.4409409,0.03448844,2.420908,-0.5769328,3,2,1.128968,13768.41,0.379604,807990.0,85254.9,30.81595,2015-02-01
117177,Somalia,68,Hargeysa,44.28073,9.521626,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1503377,93.88949,5.009609,-6.354842,5.431594,0.6878703,1,0,1.149762,13768.41,0.379604,807990.0,85254.9,30.81595,2015-05-01
117180,Somalia,68,Hargeysa,44.28073,9.521626,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.1551425,99.46493,1.577954,-1.645698,3.611993,-0.2233573,3,0,1.122298,13768.41,0.379604,807990.0,85254.9,30.81595,2015-08-01
