,country,admin_code,admin_name,centx,centy,year_month,year,month,fews_ipc,fews_ha,fews_proj_near,fews_proj_near_ha,fews_proj_med,fews_proj_med_ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,acled_count,acled_fatalities,p_staple_food,area,cropland_pct,pop,ruggedness_mean,pasture_pct,ymd
106409,Somalia,0,Qardho,49.50765,9.502092,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.1471609,110.6857,4.670715,1.121983,5.83965,1.970448,3,1,1.565806,18708.98,0.01045539,116609.0,74899.42,5.533937,2013-05-01
106412,Somalia,0,Qardho,49.50765,9.502092,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.127455,97.78991,0.09248759,0.003457448,1.584531,0.2019845,6,5,1.579057,18708.98,0.01045539,116609.0,74899.42,5.533937,2013-08-01
106415,Somalia,0,Qardho,49.50765,9.502092,2013_10,2013,10,2.0,1.0,2.0,1.0,3.0,0.0,0.1686499,115.4256,7.632254,3.956694,4.47508,0.4639579,2,0,1.58283,18708.98,0.01045539,116609.0,74899.42,5.533937,2013-11-01
106418,Somalia,0,Qardho,49.50765,9.502092,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.1591198,113.3934,0.03344172,-0.00195241,2.746771,-0.8310247,0,0,1.516544,18708.98,0.01045539,119337.0,74899.42,5.533937,2014-02-01
106421,Somalia,0,Qardho,49.50765,9.502092,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1401712,105.4284,2.006072,-1.54266,3.026748,-0.842454,0,0,1.528065,18708.98,0.01045539,119337.0,74899.42,5.533937,2014-05-01
106424,Somalia,0,Qardho,49.50765,9.502092,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.130504,100.1292,0.09248785,0.003457715,0.9982331,-0.3843135,3,1,1.550015,18708.98,0.01045539,119337.0,74899.42,5.533937,2014-08-01
106427,Somalia,0,Qardho,49.50765,9.502092,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1778726,121.7376,4.688579,1.013018,5.422395,1.411273,1,0,1.5239,18708.98,0.01045539,119337.0,74899.42,5.533937,2014-11-01
106430,Somalia,0,Qardho,49.50765,9.502092,2015_01,2015,1,2.0,0.0,2.0,0.0,2.0,0.0,0.146024,104.0609,0.03375636,-0.001637771,3.037883,-0.5399127,1,1,1.440702,18708.98,0.01045539,122065.0,74899.42,5.533937,2015-02-01
106433,Somalia,0,Qardho,49.50765,9.502092,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.1380743,103.8512,2.990325,-0.5584076,3.426342,-0.44286,0,0,1.472733,18708.98,0.01045539,122065.0,74899.42,5.533937,2015-05-01
106436,Somalia,0,Qardho,49.50765,9.502092,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.131442,100.8489,0.09248759,0.003457448,1.59651,0.2139635,1,0,1.454048,18708.98,0.01045539,122065.0,74899.42,5.533937,2015-08-01
106439,Somalia,0,Qardho,49.50765,9.502092,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.1357965,92.94036,2.444819,-1.230742,3.772416,-0.2387056,0,0,1.415481,18708.98,0.01045539,122065.0,74899.42,5.533937,2015-11-01
106443,Somalia,0,Qardho,49.50765,9.502092,2016_02,2016,2,3.0,0.0,3.0,0.0,2.0,0.0,0.1279237,94.05072,0.1023198,0.003393795,2.8864,-0.08571043,1,1,1.355378,18708.98,0.01045539,141587.0,74899.42,5.533937,2016-03-01
106447,Somalia,0,Qardho,49.50765,9.502092,2016_06,2016,6,3.0,0.0,3.0,0.0,3.0,0.0,0.1278458,91.9807,0.4571982,-0.1102748,0.8927105,-1.32364,4,2,1.346919,18708.98,0.01045539,141587.0,74899.42,5.533937,2016-07-01
106451,Somalia,0,Qardho,49.50765,9.502092,2016_10,2016,10,3.0,0.0,3.0,0.0,3.0,0.0,0.1304041,89.24977,1.840742,-1.834819,3.151941,-0.859181,0,0,1.338304,18708.98,0.01045539,141587.0,74899.42,5.533937,2016-11-01
106455,Somalia,0,Qardho,49.50765,9.502092,2017_02,2017,2,3.0,1.0,3.0,1.0,4.0,0.0,0.1310327,96.33646,0.1038681,0.00494208,2.803731,-0.1683797,0,0,1.360328,18708.98,0.01045539,161109.0,74899.42,5.533937,2017-03-01
106459,Somalia,0,Qardho,49.50765,9.502092,2017_06,2017,6,3.0,1.0,4.0,0.0,4.0,0.0,0.1378039,99.14524,0.3916822,-0.1757908,1.931635,-0.2847155,0,0,1.357755,18708.98,0.01045539,161109.0,74899.42,5.533937,2017-07-01
106463,Somalia,0,Qardho,49.50765,9.502092,2017_10,2017,10,2.0,1.0,4.0,0.0,4.0,0.0,0.1362894,93.27769,3.516444,-0.1591167,3.875495,-0.1356267,2,1,1.334336,18708.98,0.01045539,161109.0,74899.42,5.533937,2017-11-01
106467,Somalia,0,Qardho,49.50765,9.502092,2018_02,2018,2,2.0,1.0,3.0,0.0,3.0,0.0,0.1283715,94.37994,0.09946239,0.000536413,2.619089,-0.3530212,0,0,1.279764,18708.98,0.01045539,180631.0,74899.42,5.533937,2018-03-01
106471,Somalia,0,Qardho,49.50765,9.502092,2018_06,2018,6,2.0,1.0,3.0,0.0,2.0,0.0,0.1353153,97.35473,0.3717126,-0.1957604,1.816008,-0.4003422,0,0,1.247356,18708.98,0.01045539,180631.0,74899.42,5.533937,2018-07-01
106475,Somalia,0,Qardho,49.50765,9.502092,2018_10,2018,10,2.0,0.0,2.0,0.0,3.0,0.0,0.1375272,94.12485,3.902852,0.2272915,2.98581,-1.025311,0,0,1.215977,18708.98,0.01045539,180631.0,74899.42,5.533937,2018-11-01
106479,Somalia,0,Qardho,49.50765,9.502092,2019_02,2019,2,2.0,1.0,3.0,0.0,2.0,0.0,0.1261263,92.72925,0.09406574,-0.004860241,2.705665,-0.2664448,0,0,1.249832,18708.98,0.01045539,200153.0,74899.42,5.533937,2019-03-01
106483,Somalia,0,Qardho,49.50765,9.502092,2019_06,2019,6,3.0,0.0,4.0,0.0,3.0,0.0,0.1515385,109.0268,2.580172,2.012699,2.400396,0.1840461,0,0,1.260103,18708.98,0.01045539,200153.0,74899.42,5.533937,2019-07-01
106487,Somalia,0,Qardho,49.50765,9.502092,2019_10,2019,10,2.0,1.0,3.0,0.0,2.0,0.0,0.1476399,101.0461,2.634401,-1.041159,3.596646,-0.4144758,0,0,1.247075,18708.98,0.01045539,200153.0,74899.42,5.533937,2019-11-01
106491,Somalia,0,Qardho,49.50765,9.502092,2020_02,2020,2,2.0,0.0,2.0,0.0,3.0,0.0,0.1607208,118.1634,0.09996029,0.001158938,2.805909,-0.1662013,0,0,1.246449,18708.98,0.01045539,140426.0,74899.42,5.533937,2020-03-01
106567,Somalia,1,Baydhaba,43.63929,3.266359,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.5498222,127.5435,39.50867,15.67529,19.92155,10.29337,8,9,0.7174555,12967.38,8.518657,430559.0,20548.55,93.30323,2013-05-01
106570,Somalia,1,Baydhaba,43.63929,3.266359,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2856798,90.51541,4.478768,0.323848,8.283655,0.9504405,21,16,0.7140004,12967.38,8.518657,430559.0,20548.55,93.30323,2013-08-01
106573,Somalia,1,Baydhaba,43.63929,3.266359,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4998027,108.1304,19.37344,-1.290785,12.37824,1.600972,13,39,0.7011558,12967.38,8.518657,430559.0,20548.55,93.30323,2013-11-01
106576,Somalia,1,Baydhaba,43.63929,3.266359,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.3209598,94.93702,0.2052796,0.01521325,3.050979,-1.330804,11,2,0.746344,12967.38,8.518657,440631.0,20548.55,93.30323,2014-02-01
106579,Somalia,1,Baydhaba,43.63929,3.266359,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4171783,96.77382,15.2475,-8.585883,8.691501,-0.9366837,16,21,0.772275,12967.38,8.518657,440631.0,20548.55,93.30323,2014-05-01
106582,Somalia,1,Baydhaba,43.63929,3.266359,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2906178,92.07997,4.168312,0.01339206,5.750701,-1.582513,30,79,0.9583085,12967.38,8.518657,440631.0,20548.55,93.30323,2014-08-01
106585,Somalia,1,Baydhaba,43.63929,3.266359,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.43551,94.22095,11.67565,-8.988577,10.82111,0.04383964,20,5,0.8844901,12967.38,8.518657,440631.0,20548.55,93.30323,2014-11-01
106588,Somalia,1,Baydhaba,43.63929,3.266359,2015_01,2015,1,1.0,0.0,1.0,0.0,2.0,0.0,0.3124352,92.41553,0.2091814,0.01911503,2.631348,-1.750435,13,7,0.8466225,12967.38,8.518657,450704.0,20548.55,93.30323,2015-02-01
106591,Somalia,1,Baydhaba,43.63929,3.266359,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4786805,111.0406,30.38438,6.550993,13.86257,4.234388,7,9,0.8223705,12967.38,8.518657,450704.0,20548.55,93.30323,2015-05-01
106594,Somalia,1,Baydhaba,43.63929,3.266359,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2981828,94.47688,4.853312,0.6983922,5.852353,-1.480862,20,36,0.7837038,12967.38,8.518657,450704.0,20548.55,93.30323,2015-08-01
106597,Somalia,1,Baydhaba,43.63929,3.266359,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4968663,107.4952,31.77992,11.1157,13.25594,2.478672,5,1,0.7659317,12967.38,8.518657,450704.0,20548.55,93.30323,2015-11-01
106601,Somalia,1,Baydhaba,43.63929,3.266359,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2965744,106.8358,0.446042,0.2245387,2.051947,-0.09477109,14,63,0.6686136,12967.38,8.518657,374489.0,20548.55,93.30323,2016-03-01
106605,Somalia,1,Baydhaba,43.63929,3.266359,2016_06,2016,6,2.0,0.0,2.0,0.0,2.0,0.0,0.4030033,107.5951,2.615436,0.4676764,11.40877,-0.596654,7,16,0.7916887,12967.38,8.518657,374489.0,20548.55,93.30323,2016-07-01
106609,Somalia,1,Baydhaba,43.63929,3.266359,2016_10,2016,10,2.0,0.0,2.0,0.0,3.0,0.0,0.4064804,87.94051,5.74577,-14.91845,8.276424,-2.500843,8,46,0.7829016,12967.38,8.518657,374489.0,20548.55,93.30323,2016-11-01
106613,Somalia,1,Baydhaba,43.63929,3.266359,2017_02,2017,2,4.0,0.0,4.0,0.0,4.0,0.0,0.250058,90.07904,0.1636585,-0.05784492,1.578613,-0.5681058,7,14,0.9858541,12967.38,8.518657,298274.0,20548.55,93.30323,2017-03-01
106617,Somalia,1,Baydhaba,43.63929,3.266359,2017_06,2017,6,4.0,0.0,4.0,0.0,4.0,0.0,0.3905618,104.2734,1.664509,-0.4832502,8.629616,-3.375808,7,27,0.9993429,12967.38,8.518657,298274.0,20548.55,93.30323,2017-07-01
106621,Somalia,1,Baydhaba,43.63929,3.266359,2017_10,2017,10,3.0,1.0,4.0,0.0,4.0,0.0,0.4075314,88.16789,8.962634,-11.70159,8.266503,-2.510764,10,2,0.8469367,12967.38,8.518657,298274.0,20548.55,93.30323,2017-11-01
106625,Somalia,1,Baydhaba,43.63929,3.266359,2018_02,2018,2,3.0,0.0,3.0,0.0,3.0,0.0,0.2640119,95.1057,0.2189943,-0.00250907,2.065258,-0.08146077,6,3,0.748832,12967.38,8.518657,222059.0,20548.55,93.30323,2018-03-01
106629,Somalia,1,Baydhaba,43.63929,3.266359,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.4720298,126.024,1.901248,-0.2465114,19.27797,7.272548,14,19,0.7009165,12967.38,8.518657,222059.0,20548.55,93.30323,2018-07-01
106633,Somalia,1,Baydhaba,43.63929,3.266359,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.4180817,90.4504,11.90281,-8.761413,9.319481,-1.457786,24,43,0.5851886,12967.38,8.518657,222059.0,20548.55,93.30323,2018-11-01
106637,Somalia,1,Baydhaba,43.63929,3.266359,2019_02,2019,2,2.0,0.0,3.0,0.0,2.0,0.0,0.2690345,96.91501,0.1546288,-0.06687454,1.787908,-0.3588105,9,5,0.8333984,12967.38,8.518657,145844.0,20548.55,93.30323,2019-03-01
106641,Somalia,1,Baydhaba,43.63929,3.266359,2019_06,2019,6,3.0,0.0,3.0,0.0,3.0,0.0,0.318665,85.07818,1.463157,-0.6846022,7.25126,-4.754165,9,18,0.7825244,12967.38,8.518657,145844.0,20548.55,93.30323,2019-07-01
106645,Somalia,1,Baydhaba,43.63929,3.266359,2019_10,2019,10,4.0,0.0,4.0,0.0,2.0,0.0,0.5829868,126.127,54.68522,34.021,19.08042,8.30315,3,1,0.7718521,12967.38,8.518657,145844.0,20548.55,93.30323,2019-11-01
106649,Somalia,1,Baydhaba,43.63929,3.266359,2020_02,2020,2,2.0,0.0,2.0,0.0,3.0,0.0,0.3242859,116.8184,0.1593377,-0.06045091,2.771699,0.6249803,5,2,0.8345668,12967.38,8.518657,516644.6,20548.55,93.30323,2020-03-01
106725,Somalia,2,Buur Hakaba,44.00688,2.485374,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.5824701,146.8658,39.9145,17.76001,17.73809,9.432197,6,7,0.6782787,18106.2,4.457994,186359.0,13663.3,95.47393,2013-05-01
106728,Somalia,2,Buur Hakaba,44.00688,2.485374,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.322658,94.08153,4.623561,-0.07235254,8.237022,0.4070569,2,2,0.738047,18106.2,4.457994,186359.0,13663.3,95.47393,2013-08-01
106731,Somalia,2,Buur Hakaba,44.00688,2.485374,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3976904,94.71675,19.28569,1.924509,7.948196,-0.9931916,0,0,0.7819053,18106.2,4.457994,186359.0,13663.3,95.47393,2013-11-01
106734,Somalia,2,Buur Hakaba,44.00688,2.485374,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.3264054,94.38692,0.1669291,0.0191685,4.60434,-0.9419435,2,1,0.7033472,18106.2,4.457994,190718.0,13663.3,95.47393,2014-02-01
106737,Somalia,2,Buur Hakaba,44.00688,2.485374,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3458174,87.19545,12.17084,-9.983653,6.906295,-1.399598,2,3,0.7622464,18106.2,4.457994,190718.0,13663.3,95.47393,2014-05-01
106740,Somalia,2,Buur Hakaba,44.00688,2.485374,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.3062846,89.30731,4.586833,-0.1090811,6.111189,-1.718776,5,2,0.8733086,18106.2,4.457994,190718.0,13663.3,95.47393,2014-08-01
106743,Somalia,2,Buur Hakaba,44.00688,2.485374,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3658049,87.12269,10.12461,-7.236566,7.678455,-1.262932,1,0,0.8407267,18106.2,4.457994,190718.0,13663.3,95.47393,2014-11-01
106746,Somalia,2,Buur Hakaba,44.00688,2.485374,2015_01,2015,1,1.0,0.0,1.0,0.0,2.0,0.0,0.33274,96.21869,0.1682759,0.02051538,3.950208,-1.596075,3,10,0.7061359,18106.2,4.457994,195078.0,13663.3,95.47393,2015-02-01
106749,Somalia,2,Buur Hakaba,44.00688,2.485374,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.4650217,117.252,32.70166,10.54717,11.54705,3.241158,1,2,0.7320257,18106.2,4.457994,195078.0,13663.3,95.47393,2015-05-01
106752,Somalia,2,Buur Hakaba,44.00688,2.485374,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.3066114,89.40261,4.620242,-0.07567193,6.701669,-1.128297,8,53,0.7314593,18106.2,4.457994,195078.0,13663.3,95.47393,2015-08-01
106755,Somalia,2,Buur Hakaba,44.00688,2.485374,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.502736,119.7352,22.05628,4.695098,10.95287,2.011483,2,0,0.6816473,18106.2,4.457994,195078.0,13663.3,95.47393,2015-11-01
106759,Somalia,2,Buur Hakaba,44.00688,2.485374,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2906283,102.3547,0.3966988,0.1699589,3.392165,-0.2703931,3,2,0.6230939,18106.2,4.457994,207032.0,13663.3,95.47393,2016-03-01
106763,Somalia,2,Buur Hakaba,44.00688,2.485374,2016_06,2016,6,2.0,0.0,2.0,0.0,2.0,0.0,0.4151634,103.0123,6.976198,2.544762,11.48393,-0.1208139,2,4,0.6984355,18106.2,4.457994,207032.0,13663.3,95.47393,2016-07-01
106767,Somalia,2,Buur Hakaba,44.00688,2.485374,2016_10,2016,10,2.0,0.0,2.0,0.0,3.0,0.0,0.3255298,77.53047,3.803258,-13.55792,5.611492,-3.329895,6,3,0.7485707,18106.2,4.457994,207032.0,13663.3,95.47393,2016-11-01
106771,Somalia,2,Buur Hakaba,44.00688,2.485374,2017_02,2017,2,4.0,0.0,4.0,0.0,4.0,0.0,0.2554533,89.96661,0.1741071,-0.05263286,3.22941,-0.4331474,2,2,0.845398,18106.2,4.457994,218985.0,13663.3,95.47393,2017-03-01
106775,Somalia,2,Buur Hakaba,44.00688,2.485374,2017_06,2017,6,4.0,0.0,4.0,0.0,4.0,0.0,0.3816411,94.69455,2.242423,-2.189013,8.620602,-2.984139,2,0,0.9010497,18106.2,4.457994,218985.0,13663.3,95.47393,2017-07-01
106779,Somalia,2,Buur Hakaba,44.00688,2.485374,2017_10,2017,10,3.0,1.0,4.0,0.0,4.0,0.0,0.3673813,87.49814,5.740692,-11.62049,6.849743,-2.091644,1,0,0.734412,18106.2,4.457994,218985.0,13663.3,95.47393,2017-11-01
106783,Somalia,2,Buur Hakaba,44.00688,2.485374,2018_02,2018,2,3.0,0.0,3.0,0.0,3.0,0.0,0.2692438,94.82342,0.1823323,-0.04440763,3.671514,0.008956224,0,0,0.6349255,18106.2,4.457994,230938.0,13663.3,95.47393,2018-03-01
106787,Somalia,2,Buur Hakaba,44.00688,2.485374,2018_06,2018,6,2.0,0.0,2.0,0.0,2.0,0.0,0.4995834,123.9589,3.415678,-1.015758,16.55761,4.952868,0,0,0.6121244,18106.2,4.457994,230938.0,13663.3,95.47393,2018-07-01
106791,Somalia,2,Buur Hakaba,44.00688,2.485374,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3577873,85.21316,7.705196,-9.655984,6.365467,-2.57592,1,0,0.6175521,18106.2,4.457994,230938.0,13663.3,95.47393,2018-11-01
106795,Somalia,2,Buur Hakaba,44.00688,2.485374,2019_02,2019,2,2.0,0.0,3.0,0.0,2.0,0.0,0.2735052,96.32423,0.2163439,-0.01039608,3.594891,-0.06766648,1,0,0.7152899,18106.2,4.457994,242891.0,13663.3,95.47393,2019-03-01
106799,Somalia,2,Buur Hakaba,44.00688,2.485374,2019_06,2019,6,3.0,0.0,3.0,0.0,3.0,0.0,0.3579512,88.81652,3.028228,-1.403208,8.973128,-2.631612,9,18,0.7569466,18106.2,4.457994,242891.0,13663.3,95.47393,2019-07-01
106803,Somalia,2,Buur Hakaba,44.00688,2.485374,2019_10,2019,10,4.0,0.0,4.0,0.0,2.0,0.0,0.5414476,128.955,36.69012,19.32894,14.29594,5.35455,1,4,0.6888714,18106.2,4.457994,242891.0,13663.3,95.47393,2019-11-01
106807,Somalia,2,Buur Hakaba,44.00688,2.485374,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.3204341,112.8518,0.1842375,-0.04223589,3.992729,0.3301715,1,2,0.7341691,18106.2,4.457994,224478.8,13663.3,95.47393,2020-03-01
106883,Somalia,3,Diinsoor,42.90189,2.102024,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.5416679,130.9331,35.54185,13.33341,17.11232,7.75817,2,4,0.6728059,9776.241,2.850881,111908.0,25762.56,97.98276,2013-05-01
106886,Somalia,3,Diinsoor,42.90189,2.102024,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.332638,96.96418,3.815023,0.02639691,8.094538,0.426463,2,0,0.6768848,9776.241,2.850881,111908.0,25762.56,97.98276,2013-08-01
106889,Somalia,3,Diinsoor,42.90189,2.102024,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3406048,86.65864,10.4329,-3.680617,6.61477,-1.69395,3,37,0.6717701,9776.241,2.850881,111908.0,25762.56,97.98276,2013-11-01
106892,Somalia,3,Diinsoor,42.90189,2.102024,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.3510666,97.54842,0.1673509,-0.000644188,3.889747,-1.465761,0,0,0.7180795,9776.241,2.850881,114526.0,25762.56,97.98276,2014-02-01
106895,Somalia,3,Diinsoor,42.90189,2.102024,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3977862,96.15374,18.72813,-3.480306,8.457395,-0.8967507,0,0,0.7211319,9776.241,2.850881,114526.0,25762.56,97.98276,2014-05-01
106898,Somalia,3,Diinsoor,42.90189,2.102024,2014_07,2014,7,2.0,0.0,2.0,0.0,2.0,0.0,0.2951962,86.04989,3.816169,0.0275429,6.722226,-0.9458483,4,5,0.8609698,9776.241,2.850881,114526.0,25762.56,97.98276,2014-08-01
106901,Somalia,3,Diinsoor,42.90189,2.102024,2014_10,2014,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3419335,86.99669,6.832894,-7.280626,6.926213,-1.382507,0,0,0.771615,9776.241,2.850881,114526.0,25762.56,97.98276,2014-11-01
106904,Somalia,3,Diinsoor,42.90189,2.102024,2015_01,2015,1,1.0,0.0,1.0,0.0,2.0,0.0,0.3366649,93.54672,0.1688244,0.000829355,3.712732,-1.642776,1,10,0.7597686,9776.241,2.850881,117144.0,25762.56,97.98276,2015-02-01
106907,Somalia,3,Diinsoor,42.90189,2.102024,2015_04,2015,4,2.0,0.0,2.0,0.0,2.0,0.0,0.5140519,124.2577,31.15931,8.950874,14.16306,4.808915,0,0,0.8266646,9776.241,2.850881,117144.0,25762.56,97.98276,2015-05-01
106910,Somalia,3,Diinsoor,42.90189,2.102024,2015_07,2015,7,2.0,0.0,2.0,0.0,2.0,0.0,0.3348782,97.61721,3.896153,0.1075278,7.279953,-0.3881215,11,13,0.7922207,9776.241,2.850881,117144.0,25762.56,97.98276,2015-08-01
106913,Somalia,3,Diinsoor,42.90189,2.102024,2015_10,2015,10,2.0,0.0,2.0,0.0,2.0,0.0,0.5519512,140.4306,17.55184,3.43832,13.25086,4.94214,5,37,0.855665,9776.241,2.850881,117144.0,25762.56,97.98276,2015-11-01
106917,Somalia,3,Diinsoor,42.90189,2.102024,2016_02,2016,2,2.0,0.0,2.0,0.0,2.0,0.0,0.3017025,104.56,0.5920552,0.3013043,2.697621,-0.3211217,1,0,0.7567027,9776.241,2.850881,113077.0,25762.56,97.98276,2016-03-01
106921,Somalia,3,Diinsoor,42.90189,2.102024,2016_06,2016,6,1.0,0.0,2.0,0.0,2.0,0.0,0.3968599,99.01487,4.930233,1.340151,10.31398,-0.8122434,4,7,0.8406396,9776.241,2.850881,113077.0,25762.56,97.98276,2016-07-01
106925,Somalia,3,Diinsoor,42.90189,2.102024,2016_10,2016,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3088669,78.5837,3.563415,-10.55011,4.803746,-3.504974,2,4,1.079488,9776.241,2.850881,113077.0,25762.56,97.98276,2016-11-01
106929,Somalia,3,Diinsoor,42.90189,2.102024,2017_02,2017,2,4.0,0.0,4.0,0.0,4.0,0.0,0.2656183,92.05444,0.2351726,-0.05557825,2.768324,-0.2504186,1,1,1.066939,9776.241,2.850881,109009.0,25762.56,97.98276,2017-03-01
106933,Somalia,3,Diinsoor,42.90189,2.102024,2017_06,2017,6,4.0,0.0,4.0,0.0,4.0,0.0,0.4006222,99.95354,2.349532,-1.240551,8.51536,-2.610868,2,3,1.062577,9776.241,2.850881,109009.0,25762.56,97.98276,2017-07-01
106937,Somalia,3,Diinsoor,42.90189,2.102024,2017_10,2017,10,3.0,1.0,3.0,0.0,4.0,0.0,0.3092201,78.67355,5.188272,-8.925248,5.733082,-2.575639,3,0,0.9696183,9776.241,2.850881,109009.0,25762.56,97.98276,2017-11-01
106941,Somalia,3,Diinsoor,42.90189,2.102024,2018_02,2018,2,2.0,1.0,3.0,0.0,3.0,0.0,0.2630844,91.17626,0.2503308,-0.04042006,2.964658,-0.05408476,2,1,0.7790092,9776.241,2.850881,104941.0,25762.56,97.98276,2018-03-01
106945,Somalia,3,Diinsoor,42.90189,2.102024,2018_06,2018,6,2.0,0.0,2.0,0.0,1.0,0.0,0.4723131,117.8401,2.76286,-0.8272224,14.85754,3.731309,3,4,0.7097914,9776.241,2.850881,104941.0,25762.56,97.98276,2018-07-01
106949,Somalia,3,Diinsoor,42.90189,2.102024,2018_10,2018,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3506917,89.22499,9.560032,-4.553488,7.05999,-1.24873,0,0,0.6124161,9776.241,2.850881,104941.0,25762.56,97.98276,2018-11-01
106953,Somalia,3,Diinsoor,42.90189,2.102024,2019_02,2019,2,2.0,0.0,2.0,0.0,2.0,0.0,0.2939481,101.8726,0.2138425,-0.07690839,3.029184,0.01044119,1,0,0.7487493,9776.241,2.850881,100873.0,25762.56,97.98276,2019-03-01
106957,Somalia,3,Diinsoor,42.90189,2.102024,2019_06,2019,6,2.0,0.0,3.0,0.0,2.0,0.0,0.3459866,86.32221,2.02782,-1.562263,7.857578,-3.26865,0,0,0.7739484,9776.241,2.850881,100873.0,25762.56,97.98276,2019-07-01
106961,Somalia,3,Diinsoor,42.90189,2.102024,2019_10,2019,10,3.0,0.0,3.0,0.0,2.0,0.0,0.5222725,132.8796,35.91349,21.79997,13.07612,4.767397,0,0,0.7263345,9776.241,2.850881,100873.0,25762.56,97.98276,2019-11-01
106965,Somalia,3,Diinsoor,42.90189,2.102024,2020_02,2020,2,2.0,0.0,2.0,0.0,2.0,0.0,0.3293229,114.1323,0.3926172,0.1038384,3.368333,0.3495903,2,1,0.7595004,9776.241,2.850881,134415.1,25762.56,97.98276,2020-03-01
107041,Somalia,4,Qansax Dheere,42.84011,2.81513,2013_04,2013,4,2.0,1.0,2.0,0.0,2.0,0.0,0.4839785,128.4397,35.22355,12.26314,14.82612,6.037656,2,0,0.8103437,3281.042,5.125594,124591.0,25528.96,96.91892,2013-05-01
107044,Somalia,4,Qansax Dheere,42.84011,2.81513,2013_07,2013,7,2.0,0.0,2.0,0.0,,,0.2364454,87.97888,2.580613,0.08699623,6.410798,0.6499057,1,0,0.7331922,3281.042,5.125594,124591.0,25528.96,96.91892,2013-08-01
107047,Somalia,4,Qansax Dheere,42.84011,2.81513,2013_10,2013,10,2.0,0.0,2.0,0.0,2.0,0.0,0.3139819,92.09742,16.00096,-1.433354,6.532655,-0.4487604,3,0,0.842179,3281.042,5.125594,124591.0,25528.96,96.91892,2013-11-01
107050,Somalia,4,Qansax Dheere,42.84011,2.81513,2014_01,2014,1,2.0,0.0,2.0,0.0,2.0,0.0,0.3047103,94.1117,0.1887909,-0.01652257,2.648453,-1.639039,1,0,0.8716279,3281.042,5.125594,127506.0,25528.96,96.91892,2014-02-01
107053,Somalia,4,Qansax Dheere,42.84011,2.81513,2014_04,2014,4,2.0,0.0,2.0,0.0,2.0,0.0,0.3616358,95.97205,19.70472,-3.255686,8.093292,-0.695167,2,0,0.900183,3281.042,5.125594,127506.0,25528.96,96.91892,2014-05-01
